anchor_item,recommended_item,recommendation_rank,cosine_similarity,co_basket_count,anchor_basket_count,recommended_basket_count,recommendation_score
ORAL HYGIENE PRODUCTS,COLD CEREAL,10,0.12933599616960154,1810,7794,25128,0.97023136551056
ORGANICS FRUIT & VEGETABLES,VEGETABLES - ALL OTHERS,1,0.1861011194188492,1730,5287,16345,1.3876545396140696
ORGANICS FRUIT & VEGETABLES,TROPICAL FRUIT,2,0.16502002259981913,2162,5287,32466,1.267230243860467
ORGANICS FRUIT & VEGETABLES,TOMATOES,3,0.15699799908671694,1410,5287,15256,1.13855795970981
ORGANICS FRUIT & VEGETABLES,ONIONS,4,0.15571231286220152,1412,5287,15553,1.1294546495652857
ORGANICS FRUIT & VEGETABLES,CITRUS,5,0.14799499479855616,1082,5287,10110,1.0341135827598735
ORGANICS FRUIT & VEGETABLES,PEPPERS-ALL,6,0.1477469052898159,974,5287,8220,1.016858837190599
ORGANICS FRUIT & VEGETABLES,REFRIGERATED,7,0.14636510518384477,765,5287,5167,0.972037326819156
ORGANICS FRUIT & VEGETABLES,MUSHROOMS,8,0.14170382990374358,709,5287,4735,0.930323190586897
ORGANICS FRUIT & VEGETABLES,CHEESE,9,0.14047578958954615,2211,5287,46856,1.0818956967863602
ORGANICS FRUIT & VEGETABLES,FLUID MILK PRODUCTS,10,0.13687313536957066,2618,5287,69198,1.0772665605539866
PAPER HOUSEWARES,FACIAL TISS/DNR NAPKIN,1,0.17997515815396306,1306,7685,6852,1.2914098960416545
PAPER HOUSEWARES,FD WRAPS/BAGS/TRSH BG,2,0.17823398492593742,1656,7685,11233,1.3212064701415374
PAPER HOUSEWARES,BAKED BREAD/BUNS/ROLLS,3,0.17532324302096297,3773,7685,60263,1.4439430712360568
PAPER HOUSEWARES,PAPER TOWELS,4,0.16729607873346164,1479,7685,10170,1.2212274750074892
PAPER HOUSEWARES,BAG SNACKS,5,0.15935010027515767,2862,7685,41975,1.268367090520067
PAPER HOUSEWARES,CHEESE,6,0.15825257697506354,3003,7685,46856,1.2672391626821466
PAPER HOUSEWARES,FLUID MILK PRODUCTS,7,0.15064721488289334,3474,7685,69198,1.2282794330086455
PAPER HOUSEWARES,SOFT DRINKS,8,0.1505012400967707,3529,7685,71545,1.2294526294804962
PAPER HOUSEWARES,CONDIMENTS/SAUCES,9,0.14144388067101119,1657,7685,17858,1.0485754448004496
PAPER HOUSEWARES,CRACKERS/MISC BKD FD,10,0.1374113586746682,1815,7685,22702,1.0311886401710575
PAPER TOWELS,BATH TISSUES,1,0.31805533572121436,3743,10170,13618,2.6169306256809497
PAPER TOWELS,BAKED BREAD/BUNS/ROLLS,2,0.21081496977265798,5219,10170,60263,1.8046294101653328
PAPER TOWELS,FACIAL TISS/DNR NAPKIN,3,0.2053249208000651,1714,10170,6852,1.5290892536196288
PAPER TOWELS,FLUID MILK PRODUCTS,4,0.19639502202244538,5210,10170,69198,1.6808521094285898
PAPER TOWELS,FD WRAPS/BAGS/TRSH BG,5,0.19544748398006426,2089,10170,11233,1.4941802512027296
PAPER TOWELS,CHEESE,6,0.1835134343996184,4006,10170,46856,1.5223904023687045
PAPER TOWELS,LAUNDRY DETERGENTS,7,0.1772063034830799,1644,10170,8463,1.3123005119355577
PAPER TOWELS,COLD CEREAL,8,0.17459041541840892,2791,10170,25128,1.385290001802163
PAPER TOWELS,TROPICAL FRUIT,9,0.1736298919404807,3155,10170,32466,1.3989465755676116
PAPER TOWELS,HOUSEHOLD CLEANG NEEDS,10,0.17136421394961002,1485,10170,7384,1.2516173531108983
PASTA SAUCE,DRY NOODLES/PASTA,1,0.5010828360778531,6423,11722,14017,4.393392213922157
PASTA SAUCE,BEEF,2,0.28491130728321423,5909,11722,36695,2.474284073335902
PASTA SAUCE,CHEESE,3,0.28251409736092387,6621,11722,46856,2.485602173599612
PASTA SAUCE,FROZEN BREAD/DOUGH,4,0.2676145078401784,2457,11722,7191,2.0892941046445013
PASTA SAUCE,VEGETABLES - SHELF STABLE,5,0.2635823333176791,4289,11722,22588,2.2046137094695126
PASTA SAUCE,BAKED BREAD/BUNS/ROLLS,6,0.2501294213082802,6648,11722,60263,2.2016946316548056
PASTA SAUCE,DINNER MXS:DRY,7,0.24785707663835324,3095,11722,13302,1.9922420273452537
PASTA SAUCE,DRY BN/VEG/POTATO/RICE,8,0.23227879345415473,2896,11722,13261,1.8515943742649135
PASTA SAUCE,FLUID MILK PRODUCTS,9,0.23082458850919654,6574,11722,69198,2.029185849324696
PASTA SAUCE,SOUP,10,0.2261186613763347,3759,11722,23576,1.8614482185478871
PEARS,APPLES,1,0.15227714229985012,778,1976,13210,1.0138628954660338
PEARS,TROPICAL FRUIT,2,0.14307928306750733,1146,1976,32466,1.0079799734374841
PEPPERS-ALL,ONIONS,1,0.3075117366367512,3477,8220,15553,2.5075161067185174
PEPPERS-ALL,VEGETABLES - ALL OTHERS,2,0.2872006536044199,3329,8220,16345,2.32940626303767
PEPPERS-ALL,TOMATOES,3,0.22556779668119092,2526,8220,15256,1.7672758908475528
PEPPERS-ALL,CHEESE,4,0.20346082254361517,3993,8220,46856,1.6872087416363417
PEPPERS-ALL,VEGETABLES - SHELF STABLE,5,0.19880816039522634,2709,8220,22588,1.5715196435861853
PEPPERS-ALL,BEEF,6,0.19547914185608117,3395,8220,36695,1.5893145344384036
PEPPERS-ALL,MUSHROOMS,7,0.19010292037859505,1186,8220,4735,1.3457736273138743
PEPPERS-ALL,TROPICAL FRUIT,8,0.18547796724341106,3030,8220,32466,1.486911552342888
PEPPERS-ALL,BAKED BREAD/BUNS/ROLLS,9,0.1796760210227438,3999,8220,60263,1.4902418374986526
PEPPERS-ALL,HISPANIC,10,0.17931062148027896,1941,8220,14255,1.3576456454970767
PET CARE SUPPLIES,DOG FOODS,1,0.17876906300742443,755,2509,7109,1.1848887463940552
PICKLE/RELISH/PKLD VEG,SALD DRSNG/SNDWCH SPRD,1,0.2176820436494297,2211,6158,16753,1.6765114257774183
PICKLE/RELISH/PKLD VEG,CONDIMENTS/SAUCES,2,0.21293765717355245,2233,6158,17858,1.6420791729013293
PICKLE/RELISH/PKLD VEG,BAKED BREAD/BUNS/ROLLS,3,0.19129000389125378,3685,6158,60263,1.5709303515281048
PICKLE/RELISH/PKLD VEG,CHEESE,4,0.1802025290573976,3061,6158,46856,1.4464539087319612
PICKLE/RELISH/PKLD VEG,VEGETABLES - SHELF STABLE,5,0.16279553784289594,1920,6158,22588,1.2308321327085316
PICKLE/RELISH/PKLD VEG,BAG SNACKS,6,0.15705298232801398,2525,6158,41975,1.2304146758997216
PICKLE/RELISH/PKLD VEG,BEEF,7,0.15653037975438322,2353,6158,36695,1.2152817210466516
PICKLE/RELISH/PKLD VEG,FLUID MILK PRODUCTS,8,0.15589041969396136,3218,6158,69198,1.2590997998142834
PICKLE/RELISH/PKLD VEG,SOUP,9,0.15279139103698758,1841,6158,23576,1.148778455317936
PICKLE/RELISH/PKLD VEG,CRACKERS/MISC BKD FD,10,0.15181425439216711,1795,6158,22702,1.1375923710599716
PNT BTR/JELLY/JAMS,BAKED BREAD/BUNS/ROLLS,1,0.24502877654082592,6123,10362,60263,2.1366437660049886
PNT BTR/JELLY/JAMS,FLUID MILK PRODUCTS,2,0.22687033748474533,6075,10362,69198,1.9765174900226512
PNT BTR/JELLY/JAMS,COLD CEREAL,3,0.22434056786993165,3620,10362,25128,1.8383600194741074
PNT BTR/JELLY/JAMS,CHEESE,4,0.22047183206110213,4858,10362,46856,1.871494533510236
PNT BTR/JELLY/JAMS,TROPICAL FRUIT,5,0.20418114546727037,3745,10362,32466,1.6800930974449175
PNT BTR/JELLY/JAMS,CRACKERS/MISC BKD FD,6,0.2029017228522458,3112,10362,22702,1.6320079838727244
PNT BTR/JELLY/JAMS,SOUP,7,0.19942515895298765,3117,10362,23576,1.6043648441383833
PNT BTR/JELLY/JAMS,EGGS,8,0.19214278233933457,3265,10362,27866,1.554688982297581
PNT BTR/JELLY/JAMS,VEGETABLES - SHELF STABLE,9,0.18334631348056288,2805,10362,22588,1.4556808538651225
PNT BTR/JELLY/JAMS,FRUIT - SHELF STABLE,10,0.17925850522603526,2104,10362,13295,1.371698763832713
POPCORN,BAG SNACKS,1,0.1340122514417827,1721,3929,41975,0.998557674242061
POPCORN,BAKED BREAD/BUNS/ROLLS,2,0.12997613164767644,2000,3929,60263,0.9880008705468103
POPCORN,FLUID MILK PRODUCTS,3,0.12493365185919048,2060,3929,69198,0.9533620234930485
POPCORN,CHEESE,4,0.12322892309930328,1672,3929,46856,0.9146511180131963
PORK,BEEF,1,0.3058265786268862,6516,12371,36695,2.685820828576876
PORK,BAKED BREAD/BUNS/ROLLS,2,0.23875540040887394,6519,12371,60263,2.0969002599034416
PORK,CHICKEN,3,0.23846731820000713,3253,12371,15042,1.9286378899929881
PORK,VEGETABLES - SHELF STABLE,4,0.23384300185709986,3909,12371,22588,1.934183903211281
PORK,CHEESE,5,0.22266953298959521,5361,12371,46856,1.9120838363648245
PORK,FLUID MILK PRODUCTS,6,0.2224667431389176,6509,12371,69198,1.9535015469348218
PORK,DINNER MXS:DRY,7,0.2073579837946887,2660,12371,13302,1.6353198789928967
PORK,POTATOES,8,0.20573682316562256,2829,12371,15284,1.6352028521724538
PORK,DRY BN/VEG/POTATO/RICE,9,0.20299381563418745,2600,12371,13261,1.5962725751900284
PORK,EGGS,10,0.20148744435702562,3741,12371,27866,1.657712864637578
POTATOES,BEEF,1,0.2863332507481838,6781,15284,36695,2.5260397614938594
POTATOES,ONIONS,2,0.28343653913621447,4370,15284,15553,2.3759768250222137
POTATOES,BAKED BREAD/BUNS/ROLLS,3,0.2628096191483498,7976,15284,60263,2.36116510776523
POTATOES,VEGETABLES - SHELF STABLE,4,0.2595732040539855,4823,15284,22588,2.2015334624595786
POTATOES,FLUID MILK PRODUCTS,5,0.2552188848060438,8300,15284,69198,2.3031287186784435
POTATOES,VEGETABLES - ALL OTHERS,6,0.24845624900584862,3927,15284,16345,2.0561955106388545
POTATOES,CHEESE,7,0.24662824671265046,6600,15284,46856,2.169089617226484
POTATOES,EGGS,8,0.23370146293997004,4823,15284,27866,1.9821059448844196
POTATOES,TROPICAL FRUIT,9,0.2274218975158899,5066,15284,32466,1.9400234531766103
POTATOES,SOUP,10,0.22310013790655264,4235,15284,23576,1.863192848778817
PROCESSED,SALAD MIX,1,0.16510789565556983,1409,4693,15518,1.1972543108771592
PROCESSED,CHEESE,2,0.1457293018327632,2161,4693,46856,1.1190245596286659
PROCESSED,VEGETABLES - ALL OTHERS,3,0.14317915563145664,1254,4693,16345,1.021567647649808
PROCESSED,BAKED BREAD/BUNS/ROLLS,4,0.13414931033321575,2256,4693,60263,1.035873041396769
PROCESSED,TROPICAL FRUIT,5,0.133430136375251,1647,4693,32466,0.9883594122827464
PROCESSED,CARROTS,6,0.12916829710379,811,4693,8400,0.8653630503849458
PROCESSED,FLUID MILK PRODUCTS,7,0.1287407208679802,2320,4693,69198,0.997708840072856
PROCESSED,TOMATOES,8,0.1287011011330419,1089,4693,15256,0.9001268751619163
PROCESSED,BERRIES,9,0.12477690139149951,816,4693,9113,0.8367088681063306
PROCESSED,APPLES,10,0.12167148906719269,958,4693,13210,0.8353831908542162
PWDR/CRYSTL DRNK MX,SUGARS/SWEETNERS,1,0.18726376219020968,1385,5319,10284,1.3546992350305174
PWDR/CRYSTL DRNK MX,BAKED BREAD/BUNS/ROLLS,2,0.1659442783170501,2971,5319,60263,1.3270548016051025
PWDR/CRYSTL DRNK MX,CHEESE,3,0.16120933482036107,2545,5319,46856,1.2642485454573416
PWDR/CRYSTL DRNK MX,DINNER MXS:DRY,4,0.16013789993055313,1347,5319,13302,1.154014125563594
PWDR/CRYSTL DRNK MX,COLD CEREAL,5,0.1575128497621767,1821,5319,25128,1.182557659288631
PWDR/CRYSTL DRNK MX,FLUID MILK PRODUCTS,6,0.15642430319698913,3001,5319,69198,1.252494716031946
PWDR/CRYSTL DRNK MX,BEEF,7,0.14909766043235637,2083,5319,36695,1.1394109413885865
PWDR/CRYSTL DRNK MX,CANNED JUICES,8,0.1489881809506477,1543,5319,20165,1.0938908508398486
PWDR/CRYSTL DRNK MX,MEAT - SHELF STABLE,9,0.14591592268405304,1250,5319,13797,1.040628368459266
PWDR/CRYSTL DRNK MX,VEGETABLES - SHELF STABLE,10,0.140314466962627,1538,5319,22588,1.0297521765979507
REFRGRATD DOUGH PRODUCTS,CHEESE,1,0.2857321131737907,7349,14118,46856,2.543717448797103
REFRGRATD DOUGH PRODUCTS,FLUID MILK PRODUCTS,2,0.25921425368635687,8102,14118,69198,2.332925598355399
REFRGRATD DOUGH PRODUCTS,BAKED BREAD/BUNS/ROLLS,3,0.24403157391631158,7118,14118,60263,2.164687578141824
REFRGRATD DOUGH PRODUCTS,EGGS,4,0.23998441983800314,4760,14118,27866,2.0322391860761777
REFRGRATD DOUGH PRODUCTS,BREAKFAST SAUSAGE/SANDWICHES,5,0.23092825162146965,2874,14118,10971,1.8390682468888937
REFRGRATD DOUGH PRODUCTS,BEEF,6,0.22872525948951683,5206,14118,36695,1.9573756829559716
REFRGRATD DOUGH PRODUCTS,BAG SNACKS,7,0.21003605450746787,5113,14118,41975,1.793652698745797
REFRGRATD DOUGH PRODUCTS,VEGETABLES - SHELF STABLE,8,0.20724955503033546,3701,14118,22588,1.7028925990514818
REFRGRATD DOUGH PRODUCTS,DINNER MXS:DRY,9,0.2014021124974906,2760,14118,13302,1.5957790679359478
REFRGRATD DOUGH PRODUCTS,SOUP,10,0.2001746688211067,3652,14118,23576,1.6420936668025965
REFRGRATD JUICES/DRNKS,FLUID MILK PRODUCTS,1,0.3483265945723694,14752,25920,69198,3.34365724954371
REFRGRATD JUICES/DRNKS,BAKED BREAD/BUNS/ROLLS,2,0.3075727239481456,12156,25920,60263,2.89292459423617
REFRGRATD JUICES/DRNKS,CHEESE,3,0.28427721943639483,9907,25920,46856,2.6156624956767534
REFRGRATD JUICES/DRNKS,EGGS,4,0.268721657186735,7222,25920,27866,2.387598818978084
REFRGRATD JUICES/DRNKS,TROPICAL FRUIT,5,0.2584720250052135,7498,25920,32466,2.306223093873246
REFRGRATD JUICES/DRNKS,COLD CEREAL,6,0.2448970518900225,6250,25920,25128,2.140521881214683
REFRGRATD JUICES/DRNKS,BEEF,7,0.24321940451941815,7501,25920,36695,2.1702284882021767
REFRGRATD JUICES/DRNKS,BAG SNACKS,8,0.23465407992306,7740,25920,41975,2.1011597795866646
REFRGRATD JUICES/DRNKS,SOFT DRINKS,9,0.21990891530011455,9470,25920,71545,2.0134837804087296
REFRGRATD JUICES/DRNKS,YOGURT,10,0.2177943188847915,4651,25920,17594,1.8392844601542053
REFRIGERATED,FROZEN,1,0.21901137584156127,619,5167,1546,1.4081817091606368
REFRIGERATED,ORGANICS FRUIT & VEGETABLES,2,0.14636510518384477,765,5167,5287,0.972037326819156
REFRIGERATED,CEREAL/BREAKFAST,3,0.14558467208380438,400,5167,1461,0.872628908877399
REFRIGERATED,TROPICAL FRUIT,4,0.13874407766036997,1797,5167,32466,1.0398078077745627
SALAD MIX,SALD DRSNG/SNDWCH SPRD,1,0.27425501022864407,4422,15518,16753,2.3022538350378823
SALAD MIX,CHEESE,2,0.27346556914714587,7374,15518,46856,2.435443662008833
SALAD MIX,BAKED BREAD/BUNS/ROLLS,3,0.2545747753653902,7785,15518,60263,2.2810109968643375
SALAD MIX,TOMATOES,4,0.2514551391115767,3869,15518,15256,2.0772733649467177
SALAD MIX,FLUID MILK PRODUCTS,5,0.24455958746228376,8014,15518,69198,2.1983632667766404
SALAD MIX,TROPICAL FRUIT,6,0.23697237675411834,5319,15518,32466,2.0330401878729534
SALAD MIX,BEEF,7,0.2356387790119582,5623,15518,36695,2.034693359882071
SALAD MIX,VEGETABLES - ALL OTHERS,8,0.22485056582623547,3581,15518,16345,1.840104310141168
SALAD MIX,MILK BY-PRODUCTS,9,0.20746827176768323,3627,15518,19695,1.7005005798799517
SALAD MIX,VEGETABLES - SHELF STABLE,10,0.20366201766408787,3813,15518,22588,1.6794853434227233
SALADS/DIPS,DELI MEATS,1,0.16129122631854456,1637,6019,17114,1.1937536669043274
SALADS/DIPS,BAKED BREAD/BUNS/ROLLS,2,0.1516910635348204,2889,6019,60263,1.208827872397555
SALADS/DIPS,CHEESES,3,0.1419849218014743,1172,6019,11320,1.0034528560570708
SALADS/DIPS,BAG SNACKS,4,0.13878674300902288,2206,6019,41975,1.068573178852547
SALADS/DIPS,FLUID MILK PRODUCTS,5,0.12151859455067583,2480,6019,69198,0.9498400062802606
SALD DRSNG/SNDWCH SPRD,CONDIMENTS/SAUCES,1,0.2911541722029595,5036,16753,17858,2.4819629413231135
SALD DRSNG/SNDWCH SPRD,CHEESE,2,0.28485799362987535,7981,16753,46856,2.5594332020747017
SALD DRSNG/SNDWCH SPRD,BAKED BREAD/BUNS/ROLLS,3,0.28035515122242627,8908,16753,60263,2.5497788740767717
SALD DRSNG/SNDWCH SPRD,SALAD MIX,4,0.27425501022864407,4422,16753,15518,2.3022538350378823
SALD DRSNG/SNDWCH SPRD,FLUID MILK PRODUCTS,5,0.24265660951540965,8262,16753,69198,2.1886517229579674
SALD DRSNG/SNDWCH SPRD,CRACKERS/MISC BKD FD,6,0.2347968626658344,4579,16753,22702,1.9792094182501119
SALD DRSNG/SNDWCH SPRD,BEEF,7,0.23231258811109345,5760,16753,36695,2.0115636518143862
SALD DRSNG/SNDWCH SPRD,VEGETABLES - SHELF STABLE,8,0.22798613722989716,4435,16753,22588,1.914515490723547
SALD DRSNG/SNDWCH SPRD,BAG SNACKS,9,0.22369665793001828,5932,16753,41975,1.9435403772046778
SALD DRSNG/SNDWCH SPRD,PICKLE/RELISH/PKLD VEG,10,0.2176820436494297,2211,16753,6158,1.6765114257774183
SEAFOOD - FROZEN,SEAFOOD - MISC,1,0.17836823603979743,521,7517,1135,1.1161691293740403
SEAFOOD - FROZEN,BEEF,2,0.16883103705314065,2804,7517,36695,1.3403764165652323
SEAFOOD - FROZEN,BAKED BREAD/BUNS/ROLLS,3,0.16862649354462259,3589,7517,60263,1.380360875083057
SEAFOOD - FROZEN,CHEESE,4,0.16629871293952042,3121,7517,46856,1.3380775435253496
SEAFOOD - FROZEN,FLUID MILK PRODUCTS,5,0.16043287386008914,3659,7517,69198,1.3163867727963743
SEAFOOD - FROZEN,VEGETABLES - SHELF STABLE,6,0.15271859212633498,1990,7517,22588,1.16011033791601
SEAFOOD - FROZEN,TROPICAL FRUIT,7,0.14838047750189864,2318,7517,32466,1.1497841967323017
SEAFOOD - FROZEN,DRY BN/VEG/POTATO/RICE,8,0.14472962420204205,1445,7517,13261,1.053133273650442
SEAFOOD - FROZEN,EGGS,9,0.14316279201059293,2072,7517,27866,1.0932987543090997
SEAFOOD - FROZEN,FRZN VEGETABLE/VEG DSH,10,0.1421691543700195,1391,7517,12735,1.0290909747800097
SEAFOOD - MISC,SEAFOOD - FROZEN,1,0.17836823603979743,521,1135,7517,1.1161691293740403
SEAFOOD - MISC,SEAFOOD-FRESH,2,0.16505227162646374,337,1135,3673,0.961106952834628
SEAFOOD - SHELF STABLE,SOUP,1,0.2177304728608456,2969,7887,23576,1.7410419320244332
SEAFOOD - SHELF STABLE,VEGETABLES - SHELF STABLE,2,0.21502407436299617,2870,7887,22588,1.7121110613114385
SEAFOOD - SHELF STABLE,DINNER MXS:DRY,3,0.21322505832143712,2184,7887,13302,1.639566602858192
SEAFOOD - SHELF STABLE,MEAT - SHELF STABLE,4,0.21166586050427136,2208,7887,13797,1.6298896103688323
SEAFOOD - SHELF STABLE,BAKED BREAD/BUNS/ROLLS,5,0.21150168315476406,4611,7887,60263,1.7843163702090281
SEAFOOD - SHELF STABLE,CHEESE,6,0.20230164640105203,3889,7887,46856,1.6722586749485318
SEAFOOD - SHELF STABLE,CRACKERS/MISC BKD FD,7,0.1925120322269859,2576,7887,22702,1.5120628887481407
SEAFOOD - SHELF STABLE,FLUID MILK PRODUCTS,8,0.19069750753957915,4455,7887,69198,1.6022417515831189
SEAFOOD - SHELF STABLE,DRY BN/VEG/POTATO/RICE,9,0.18950021837473155,1938,7887,13261,1.4345029437494021
SEAFOOD - SHELF STABLE,BEEF,10,0.18639612330810254,3171,7887,36695,1.502747463079574
SEAFOOD-FRESH,SEAFOOD - MISC,1,0.16505227162646374,337,3673,1135,0.961106952834628
SEAFOOD-FRESH,SEAFOOD - FROZEN,2,0.1265577968778925,665,3673,7517,0.8227888975685913
SHAVING CARE PRODUCTS,DEODORANTS,1,0.16401408387775565,613,3286,4251,1.0529695866398912
SHAVING CARE PRODUCTS,ORAL HYGIENE PRODUCTS,2,0.13258931896372408,671,3286,7794,0.863190719647869
SHAVING CARE PRODUCTS,SOAP - LIQUID & BAR,3,0.12373147476563537,543,3286,5861,0.779378279787374
SHAVING CARE PRODUCTS,HAIR CARE PRODUCTS,4,0.12241299133073194,625,3286,7933,0.7882601411530218
SHORTENING/OIL,SUGARS/SWEETNERS,1,0.19681863933608035,1814,8260,10284,1.4768957255599247
SHORTENING/OIL,SPICES & EXTRACTS,2,0.1896931144913629,1677,8260,9462,1.408539263803186
SHORTENING/OIL,BAKING MIXES,3,0.18646161169082617,1800,8260,11282,1.397734392372832
SHORTENING/OIL,EGGS,4,0.18534803080047293,2812,8260,27866,1.4720353225575438
SHORTENING/OIL,VEGETABLES - SHELF STABLE,5,0.18522158999229593,2530,8260,22588,1.4514648668157153
SHORTENING/OIL,CONDIMENTS/SAUCES,6,0.18501061186605644,2247,8260,17858,1.4278741992571549
SHORTENING/OIL,CHEESE,7,0.18492263176278592,3638,8260,46856,1.5162664984671805
SHORTENING/OIL,BAKED BREAD/BUNS/ROLLS,8,0.18336400320891078,4091,8260,60263,1.524999748184176
SHORTENING/OIL,FLUID MILK PRODUCTS,9,0.1776000954960339,4246,8260,69198,1.4836655377144607
SHORTENING/OIL,BEEF,10,0.1767971035854056,3078,8260,36695,1.4200980091078916
SMOKED MEATS,VEGETABLES - SHELF STABLE,1,0.13159807584925656,1238,3918,22588,0.937249376505579
SMOKED MEATS,BEEF,2,0.12776829619043883,1532,3918,36695,0.9371781372511956
SMOKED MEATS,FLUID MILK PRODUCTS,3,0.12249741135396429,2017,3918,69198,0.9321884203722917
SMOKED MEATS,CHEESE,4,0.1208924213354012,1638,3918,46856,0.8948265507953903
SMOKED MEATS,BAKED BREAD/BUNS/ROLLS,5,0.12078705210797476,1856,3918,60263,0.9091300262851181
SNACK NUTS,BAG SNACKS,1,0.1323215844087364,1854,4677,41975,0.9958046051872194
SNACK NUTS,CHEESE,2,0.12740175128934753,1886,4677,46856,0.9609587372063754
SNACK NUTS,FLUID MILK PRODUCTS,3,0.1258478980877114,2264,4677,69198,0.9722165473057313
SOAP - LIQUID & BAR,HAIR CARE PRODUCTS,1,0.20766278089154525,1416,5861,7933,1.5068628637698105
SOAP - LIQUID & BAR,HAND/BODY/FACIAL PRODUCTS,2,0.15409067404123009,629,5861,2843,0.9932253116500397
SOAP - LIQUID & BAR,DEODORANTS,3,0.15125701950939902,755,5861,4251,1.0025377837458915
SOAP - LIQUID & BAR,ORAL HYGIENE PRODUCTS,4,0.15121150446134943,1022,5861,7794,1.047970540221053
SOAP - LIQUID & BAR,FLUID MILK PRODUCTS,5,0.14320646489492445,2884,5861,69198,1.1409660292537136
SOAP - LIQUID & BAR,BAKED BREAD/BUNS/ROLLS,6,0.14127108829738036,2655,5861,60263,1.1138627044159044
SOAP - LIQUID & BAR,BATH TISSUES,7,0.14069956413914309,1257,5861,13618,1.0042119652622405
SOAP - LIQUID & BAR,PAPER TOWELS,8,0.13444696915921694,1038,5861,10170,0.9338705288408072
SOAP - LIQUID & BAR,HOUSEHOLD CLEANG NEEDS,9,0.13407162722361785,882,5861,7384,0.9094514476319469
SOAP - LIQUID & BAR,CHEESE,10,0.13088536420467806,2169,5861,46856,1.0055245130107149
SOFT DRINKS,BAG SNACKS,1,0.37453996828661845,20525,71545,41975,3.7189750095098257
SOFT DRINKS,BAKED BREAD/BUNS/ROLLS,2,0.3726805254201217,24471,71545,60263,3.7660428807714146
SOFT DRINKS,FLUID MILK PRODUCTS,3,0.3608780722746846,25392,71545,69198,3.6601079867446984
SOFT DRINKS,CHEESE,4,0.32544514612226144,18843,71545,46856,3.2036656940404096
SOFT DRINKS,BEEF,5,0.2914822658782137,14935,71545,36695,2.8015904512040937
SOFT DRINKS,FROZEN PIZZA,6,0.26470731156795657,10771,71545,23142,2.4577294194105486
SOFT DRINKS,LUNCHMEAT,7,0.24896018913220552,10251,71545,23697,2.299204131339064
SOFT DRINKS,COLD CEREAL,8,0.24596542415134545,10429,71545,25128,2.275780709788077
SOFT DRINKS,BAKED SWEET GOODS,9,0.24572159162052518,8983,71545,18680,2.2368529148206546
SOFT DRINKS,CRACKERS/MISC BKD FD,10,0.24381198826633255,9826,71545,22702,2.241336539726198
SOUP,VEGETABLES - SHELF STABLE,1,0.3347097120331105,7724,23576,22588,2.996394008189967
SOUP,BAKED BREAD/BUNS/ROLLS,2,0.3287349820703471,12391,23576,60263,3.0982635570350534
SOUP,CHEESE,3,0.31958665058002506,10622,23576,46856,2.9628164868610853
SOUP,CRACKERS/MISC BKD FD,4,0.31882604142418425,7376,23576,22702,2.839503727195371
SOUP,FLUID MILK PRODUCTS,5,0.30816467711466466,12447,23576,69198,2.9057818883248405
SOUP,BEEF,6,0.2841945975002836,8359,23576,36695,2.5666221441380936
SOUP,DINNER MXS:DRY,7,0.2798015562194394,4955,23576,13302,2.3806507579874494
SOUP,MEAT - SHELF STABLE,8,0.2786176805869111,5025,23576,13797,2.374485670138941
SOUP,COLD CEREAL,9,0.2717378703574269,6614,23576,25128,2.3905038814332458
SOUP,DRY BN/VEG/POTATO/RICE,10,0.2637194835043003,4663,23576,13261,2.2278042849922475
SPICES & EXTRACTS,VEGETABLES - SHELF STABLE,1,0.2141670754502663,3131,9462,22588,1.7239222518716413
SPICES & EXTRACTS,CHEESE,2,0.2052630062294006,4322,9462,46856,1.7184013118922354
SPICES & EXTRACTS,BEEF,3,0.1935222053391062,3606,9462,36695,1.5850691060088034
SPICES & EXTRACTS,CONDIMENTS/SAUCES,4,0.19293883461860187,2508,9462,17858,1.5102556518904189
SPICES & EXTRACTS,SHORTENING/OIL,5,0.1896931144913629,1677,9462,8260,1.408539263803186
SPICES & EXTRACTS,SUGARS/SWEETNERS,6,0.18460244123162123,1821,9462,10284,1.3859379163759746
SPICES & EXTRACTS,BAKED BREAD/BUNS/ROLLS,7,0.181539968620112,4335,9462,60263,1.5203441445805264
SPICES & EXTRACTS,FLUID MILK PRODUCTS,8,0.17996638435189627,4605,9462,69198,1.5180371626082567
SPICES & EXTRACTS,ONIONS,9,0.1790446147894266,2172,9462,15553,1.3757544664393626
SPICES & EXTRACTS,SALD DRSNG/SNDWCH SPRD,10,0.1765638119813586,2223,9462,16753,1.3607883616113825
SQUASH,VEGETABLES - ALL OTHERS,1,0.16326812896483475,940,2028,16345,1.1178875955287162
SQUASH,MUSHROOMS,2,0.14747629997154166,457,2028,4735,0.9035679976828183
SQUASH,PEPPERS-ALL,3,0.1462192146733394,597,2028,8220,0.9348658189853852
SQUASH,ONIONS,4,0.13265243042231578,745,2028,15553,0.8774594274437403
STONE FRUIT,TROPICAL FRUIT,1,0.18902600994914262,2522,5483,32466,1.4806792875294879
STONE FRUIT,BERRIES,2,0.1567472579689983,1108,5483,9113,1.0989885675510571
STONE FRUIT,MELONS,3,0.1497704974346981,729,5483,4321,0.9874435594876303
STONE FRUIT,GRAPES,4,0.14682496505723017,1093,5483,10107,1.0274217856859356
STONE FRUIT,BAKED BREAD/BUNS/ROLLS,5,0.14160351884902475,2574,5483,60263,1.112098077184291
